regionID,region,provincia,distrito,comuna,lista,pacto,partido,candidato,votosComuna
7,DEL MAULE,CURICO,17,RAUCO,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,ENRIQUE OLIVARES FARIAS,3138
7,DEL MAULE,CURICO,17,RAUCO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,PABLO CHAVEZ VALDERRAMA,1884
7,DEL MAULE,CURICO,17,RAUCO,,,,VOTOS EN BLANCO,93
7,DEL MAULE,CURICO,17,RAUCO,,,,VOTOS NULOS,113
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,E,PACTO NUEVA MAYORIA,PARTIDO COMUNISTA DE CHILE ,DANIEL JADUE JADUE,22258
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,JUAN FRANCISCO VALDES VALENCIA,457
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARCELO TEUBER CARRILLO,15176
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,C,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE ,PABLO ABRAHAM GARRIDO MARDONES,1299
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,M,PACTO PUEBLO UNIDO,PARTIDO IGUALDAD,ROBERTO FELIPE COFRE PINTO,456
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,,,,VOTOS EN BLANCO,513
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RECOLETA,,,,VOTOS NULOS,923
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CLAUDIO ALBERTO MUSRE CONTRERAS,1151
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,EDGARDO SIERRA NEIRA,154
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN CARLOS REINAO MARILAO,3082
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,SANTIAGO MORALES VELASQUEZ,612
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,,,,VOTOS EN BLANCO,57
9,DE LA ARAUCANIA,MALLECO,22,RENAICO,,,,VOTOS NULOS,66
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,C,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE ,ANDRES SEPULVEDA ROJAS,2569
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,CLAUDIO NICOLAS CASTRO SALAS,19519
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,LUIS JAPAZ LUCIO,8116
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,,,,VOTOS EN BLANCO,467
13,METROPOLITANA DE SANTIAGO,SANTIAGO,9,RENCA,,,,VOTOS NULOS,747
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RENGO,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,CARLOS ERNESTO SOTO GONZALEZ,10790
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RENGO,F,PACTO CHILE VAMOS,INDEPENDIENTE,MARCOS JOSE GATICA EMPARANZA,7476
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RENGO,,,,VOTOS EN BLANCO,356
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,RENGO,,,,VOTOS NULOS,525
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,ANDRES SILVA ARENAS,1105
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ANTONIO SILVA VARGAS,6435
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,FRANCINA CARREÑO MALDONADO,1335
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,,,,VOTOS EN BLANCO,149
6,DEL LIBERTADOR BDO. O'HIGGINS,CACHAPOAL,15,REQUINOA,,,,VOTOS NULOS,198
7,DEL MAULE,LINARES,18,RETIRO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,PATRICIO CONTRERAS CONTRERAS,4139
7,DEL MAULE,LINARES,18,RETIRO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,RODRIGO RAMIREZ PARRA,4937
7,DEL MAULE,LINARES,18,RETIRO,,,,VOTOS EN BLANCO,68
7,DEL MAULE,LINARES,18,RETIRO,,,,VOTOS NULOS,90
5,DE VALPARAISO,LOS ANDES,6,RINCONADA,F,PACTO CHILE VAMOS,INDEPENDIENTE,JUAN GALDAMES CARMONA,2417
5,DE VALPARAISO,LOS ANDES,6,RINCONADA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,PEDRO ANTONIO CABALLERIA DIAZ,3239
5,DE VALPARAISO,LOS ANDES,6,RINCONADA,,,,VOTOS EN BLANCO,20
5,DE VALPARAISO,LOS ANDES,6,RINCONADA,,,,VOTOS NULOS,33
14,DE LOS RIOS,DEL RANCO,24,RIO BUENO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,LUIS REYES ALVAREZ,7508
14,DE LOS RIOS,DEL RANCO,24,RIO BUENO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,MIRTALA CATALINA HOTT SOLIS,4919
14,DE LOS RIOS,DEL RANCO,24,RIO BUENO,,,,VOTOS EN BLANCO,125
14,DE LOS RIOS,DEL RANCO,24,RIO BUENO,,,,VOTOS NULOS,217
7,DEL MAULE,TALCA,17,RIO CLARO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,AMERICO GUAJARDO OYARCE,3540
7,DEL MAULE,TALCA,17,RIO CLARO,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,MAURICIO ANTONIO MONTECINO CANALES,2930
7,DEL MAULE,TALCA,17,RIO CLARO,,,,VOTOS EN BLANCO,90
7,DEL MAULE,TALCA,17,RIO CLARO,,,,VOTOS NULOS,78
4,DE COQUIMBO,LIMARI,5,RIO HURTADO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,GARY VALENZUELA ROJAS,1345
4,DE COQUIMBO,LIMARI,5,RIO HURTADO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,JUANA OLIVARES DE LA RIVERA,1103
4,DE COQUIMBO,LIMARI,5,RIO HURTADO,,,,VOTOS EN BLANCO,28
4,DE COQUIMBO,LIMARI,5,RIO HURTADO,,,,VOTOS NULOS,24
11,AISEN DEL GRAL. CARLOS IBAÑEZ,GENERAL CARRERA,27,RIO IBAÑEZ,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARCELO ORLANDO SANTANA VARGAS,1173
11,AISEN DEL GRAL. CARLOS IBAÑEZ,GENERAL CARRERA,27,RIO IBAÑEZ,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO HUMANISTA,RINGO ALBERTO PADILLA CASTILLO,14
11,AISEN DEL GRAL. CARLOS IBAÑEZ,GENERAL CARRERA,27,RIO IBAÑEZ,,,,VOTOS EN BLANCO,14
11,AISEN DEL GRAL. CARLOS IBAÑEZ,GENERAL CARRERA,27,RIO IBAÑEZ,,,,VOTOS NULOS,13
11,AISEN DEL GRAL. CARLOS IBAÑEZ,GENERAL CARRERA,27,RIO IBAÑEZ,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,WASHINGTON ALEJANDRO MEDINA MARTINEZ,661
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CARLOS SCHWALM URZUA,3802
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,JAIME RAMOS PAIRICAN,1252
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JESSICA VIDAL BITTNER,1173
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,MARCOS GUZMAN VARGAS,115
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,,,,VOTOS EN BLANCO,104
10,DE LOS LAGOS,OSORNO,25,RIO NEGRO,,,,VOTOS NULOS,106
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,HELEN MACLEAN MUÑOZ,110
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,JORGE EDUARDO JIMENEZ ROJAS,18
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,F,PACTO CHILE VAMOS,INDEPENDIENTE,TATIANA VASQUEZ BARRIENTOS,375
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,,,,VOTOS EN BLANCO,6
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,RIO VERDE,,,,VOTOS NULOS,1
7,DEL MAULE,CURICO,17,ROMERAL,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,CARLOS GABRIEL CISTERNA NEGRETE,864
7,DEL MAULE,CURICO,17,ROMERAL,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,CARLOS VERGARA ZEREGA,5608
7,DEL MAULE,CURICO,17,ROMERAL,F,PACTO CHILE VAMOS,INDEPENDIENTE,LUIS NUÑEZ IBARRA,298
7,DEL MAULE,CURICO,17,ROMERAL,,,,VOTOS EN BLANCO,93
7,DEL MAULE,CURICO,17,ROMERAL,,,,VOTOS NULOS,98
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,O,PACTO YO MARCO POR EL CAMBIO,WALLMAPUWEN,IGNACIO ASTETE NAHUELCOY,363
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,F,PACTO CHILE VAMOS,INDEPENDIENTE,JOSE RUIZ MÜLLER,79
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN DE DIOS PAILLAFIL CALFULEN,3935
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,MARIA ANGELICA TURRIETA YEFI,1848
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,,,,VOTOS EN BLANCO,95
9,DE LA ARAUCANIA,CAUTIN,23,SAAVEDRA,,,,VOTOS NULOS,100
7,DEL MAULE,CURICO,17,SAGRADA FAMILIA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ANSELMA HERNANDEZ AVILES,353
7,DEL MAULE,CURICO,17,SAGRADA FAMILIA,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,FRANCISCO MELENDEZ ROJAS,2337
7,DEL MAULE,CURICO,17,SAGRADA FAMILIA,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,MARTIN ARRIAGADA URRUTIA,6570
7,DEL MAULE,CURICO,17,SAGRADA FAMILIA,,,,VOTOS EN BLANCO,107
7,DEL MAULE,CURICO,17,SAGRADA FAMILIA,,,,VOTOS NULOS,111
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,ALEJANDRO TELLO ARATA,432
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,FERNANDO GALLARDO PEREIRA,4956
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,GERARDO ROJAS ESCUDERO,4265
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,,,,VOTOS EN BLANCO,122
4,DE COQUIMBO,CHOAPA,5,SALAMANCA,,,,VOTOS NULOS,129
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,F,PACTO CHILE VAMOS,INDEPENDIENTE,CARMEN XIMENA ZAMORA BRAVO,5170
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,OMAR VERA CASTRO,13117
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,RAUL MARCELO DEVIA ILABACA,3716
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,,,,VOTOS EN BLANCO,548
5,DE VALPARAISO,SAN ANTONIO,7,SAN ANTONIO,,,,VOTOS NULOS,1166
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,CHRISTOPHER WHITE BAHAMONDES,10685
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,MANUEL AHUMADA LILLO,1872
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,MARISELA SANTIBAÑEZ NOVOA,13079
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,NORA CUEVAS CONTRERAS,23800
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,C,PACTO PODER ECOLOGISTA Y CIUDADANO,INDEPENDIENTE,VICTOR MANUEL MARTINEZ ÑANCO,1451
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,,,,VOTOS EN BLANCO,686
13,METROPOLITANA DE SANTIAGO,MAIPO,14,SAN BERNARDO,,,,VOTOS NULOS,1375
8,DEL BIOBIO,ÑUBLE,19,SAN CARLOS,I,PACTO CHILE QUIERE AMPLITUD,AMPLITUD,FRANCISCO CONTRERAS SALINAS,792
8,DEL BIOBIO,ÑUBLE,19,SAN CARLOS,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,GASTON SUAZO SOTO,7381
8,DEL BIOBIO,ÑUBLE,19,SAN CARLOS,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,HUGO GEBRIE ASFURA,10404
8,DEL BIOBIO,ÑUBLE,19,SAN CARLOS,,,,VOTOS EN BLANCO,233
8,DEL BIOBIO,ÑUBLE,19,SAN CARLOS,,,,VOTOS NULOS,257
7,DEL MAULE,TALCA,17,SAN CLEMENTE,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JUAN ROJAS VERGARA,7668
7,DEL MAULE,TALCA,17,SAN CLEMENTE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LAUTARO GARRIDO NUÑEZ,334
7,DEL MAULE,TALCA,17,SAN CLEMENTE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,LUZ MARIA RAMIREZ SEPULVEDA,3466
7,DEL MAULE,TALCA,17,SAN CLEMENTE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,MARIA INES SEPULVEDA FUENTES,3925
7,DEL MAULE,TALCA,17,SAN CLEMENTE,,,,VOTOS EN BLANCO,242
7,DEL MAULE,TALCA,17,SAN CLEMENTE,,,,VOTOS NULOS,318
5,DE VALPARAISO,LOS ANDES,6,SAN ESTEBAN,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,GABRIEL BIANCHINI FROST,595
5,DE VALPARAISO,LOS ANDES,6,SAN ESTEBAN,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,JULIO CONTRERAS TAPIA,3017
5,DE VALPARAISO,LOS ANDES,6,SAN ESTEBAN,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RENE ALEJANDRO MARDONES VALENCIA,3726
5,DE VALPARAISO,LOS ANDES,6,SAN ESTEBAN,,,,VOTOS EN BLANCO,72
5,DE VALPARAISO,LOS ANDES,6,SAN ESTEBAN,,,,VOTOS NULOS,85
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,C,PACTO PODER ECOLOGISTA Y CIUDADANO,PARTIDO ECOLOGISTA VERDE ,CLAUDIO ALMUNA GARRIDO,1344
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,FERNANDO ANTONIO CORREA SANDOVAL,403
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,F,PACTO CHILE VAMOS,INDEPENDIENTE,LORENA JARDUA CAMPOS,1158
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,,,,VOTOS EN BLANCO,18
8,DEL BIOBIO,ÑUBLE,19,SAN FABIAN,,,,VOTOS NULOS,19
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,EUGENIO CORNEJO CORREA,3730
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,FELIPE CUEVAS MANCILLA,2075
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,PATRICIO FREIRE CANTO,15611
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO HUMANISTA,RICARDO GEORGES CID,289
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,RODRIGO ALEX GORIGOITIA MUÑOZ,159
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,,,,VOTOS EN BLANCO,207
5,DE VALPARAISO,SAN FELIPE,6,SAN FELIPE,,,,VOTOS NULOS,326
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DORIS RAMIREZ ARRIAGADA,1110
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,LUIS ANTONIO BERWART ARAYA,8393
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,MARIO GONZALEZ MATURANA,5492
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,PABLO SILVA PEREZ,8217
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,,,,VOTOS EN BLANCO,254
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,,,,VOTOS NULOS,400
6,DEL LIBERTADOR BDO. O'HIGGINS,COLCHAGUA,16,SAN FERNANDO,O,PACTO YO MARCO POR EL CAMBIO,PARTIDO PROGRESISTA ,WASHINGTON POLIDORI VENEGAS,647
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,F,PACTO CHILE VAMOS,INDEPENDIENTE,EDGAR CARCAMO ALDERETE,362
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,ISABEL OJEDA HARAMBOUR,48
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,E,PACTO NUEVA MAYORIA,PARTIDO POR LA DEMOCRACIA,JAIME GONZALO URIBE HERMOSILLA,76
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,A,PARTIDO REGIONALISTA DE MAGALLANES,PARTIDO REGIONALISTA DE MAGALLANES ,KATERINE ELIANA HARO AMPUERO,53
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,,,,VOTOS EN BLANCO,10
12,DE MAGALLANES Y ANTARTICA CH.,MAGALLANES,28,SAN GREGORIO,,,,VOTOS NULOS,3
8,DEL BIOBIO,ÑUBLE,19,SAN IGNACIO,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,OSIEL SOTO LAGOS,4280
8,DEL BIOBIO,ÑUBLE,19,SAN IGNACIO,,,,VOTOS EN BLANCO,74
8,DEL BIOBIO,ÑUBLE,19,SAN IGNACIO,,,,VOTOS NULOS,160
8,DEL BIOBIO,ÑUBLE,19,SAN IGNACIO,E,PACTO NUEVA MAYORIA,PARTIDO RADICAL SOCIALDEMOCRATA,WILSON OLIVARES BUSTAMANTE,3362
7,DEL MAULE,LINARES,18,SAN JAVIER,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,CECILIA PARHAM MUCARQUER,6753
7,DEL MAULE,LINARES,18,SAN JAVIER,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,JORGE IGNACIO SILVA SEPULVEDA,7983
7,DEL MAULE,LINARES,18,SAN JAVIER,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO HUMANISTA,SERGIO CARVAJAL CADIZ,434
7,DEL MAULE,LINARES,18,SAN JAVIER,,,,VOTOS EN BLANCO,276
7,DEL MAULE,LINARES,18,SAN JAVIER,,,,VOTOS NULOS,301
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,M,PACTO PUEBLO UNIDO,INDEPENDIENTE,HECTOR LEONARDO ARAVENA PEREZ,1483
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,F,PACTO CHILE VAMOS,UNION DEMOCRATA INDEPENDIENTE,JOSE CONTRERAS SILVA,3030
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,SERGIO ECHEVERRIA GARCIA,14281
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,,,,VOTOS EN BLANCO,328
13,METROPOLITANA DE SANTIAGO,SANTIAGO,10,SAN JOAQUIN,,,,VOTOS NULOS,784
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,DANIEL RODRIGUEZ CLAVEROL,394
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,JUAN CARLOS AGUIRRE LIZAMA,325
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,LUIS PEZOA ALVAREZ,2934
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,LUIS VARGAS SANDOVAL,2100
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,O,PACTO YO MARCO POR EL CAMBIO,INDEPENDIENTE,MAXIMILIANO VARGAS LABRA,159
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,,,,VOTOS EN BLANCO,101
13,METROPOLITANA DE SANTIAGO,CORDILLERA,12,SAN JOSE DE MAIPO,,,,VOTOS NULOS,241
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,BERNARDO CANDIA HENRIQUEZ,2626
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,F,PACTO CHILE VAMOS,INDEPENDIENTE,CARLOS LLANCAR ETCHEVERRY,1043
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,,,,VOTOS EN BLANCO,58
10,DE LOS LAGOS,OSORNO,25,SAN JUAN DE LA COSTA,,,,VOTOS NULOS,67
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,K,PACTO CAMBIEMOS LA HISTORIA,REVOLUCION DEMOCRATICA,ANDRES KEBIR DIBAN DINAMARCA,4965
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,R,PACTO JUSTICIA Y TRANSPARENCIA,INDEPENDIENTE,GUILLERMO ARAVENA MONDACA,759
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,E,PACTO NUEVA MAYORIA,PARTIDO SOCIALISTA DE CHILE ,JULIO PALESTRO VELASQUEZ,8123
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,F,PACTO CHILE VAMOS,RENOVACION NACIONAL ,LUIS SANHUEZA BRAVO,8780
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,,CANDIDATURA INDEPENDIENTE,INDEPENDIENTE,RODRIGO GONZALEZ CERON,3050
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,,,,VOTOS EN BLANCO,315
13,METROPOLITANA DE SANTIAGO,SANTIAGO,13,SAN MIGUEL,,,,VOTOS NULOS,662
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,P,PACTO ALTERNATIVA DEMOCRATICA,PARTIDO HUMANISTA,FRANCISCO IRRIBARRA BARRIA,148
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,F,PACTO CHILE VAMOS,INDEPENDIENTE,VICTOR HUGO RICE SANCHEZ,2947
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,E,PACTO NUEVA MAYORIA,INDEPENDIENTE,VICTOR TORO LEIVA,3605
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,,,,VOTOS EN BLANCO,35
8,DEL BIOBIO,ÑUBLE,19,SAN NICOLAS,,,,VOTOS NULOS,80
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,O,PACTO YO MARCO POR EL CAMBIO,DEMOCRACIA REGIONAL PATAGONICA ,ANGEL CUSTODIO RUIZ CARDENAS,102
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,F,PACTO CHILE VAMOS,PARTIDO REGIONALISTA INDEPENDIENTE,JUAN CARLOS SOTO CAUCAU,2595
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,C,PACTO PODER ECOLOGISTA Y CIUDADANO,INDEPENDIENTE,MARGARITA DEL CARMEN PROBOSTE PAVEZ,126
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,E,PACTO NUEVA MAYORIA,PARTIDO DEMOCRATA CRISTIANO,OMAR ALVARADO AGUERO,2173
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,,,,VOTOS EN BLANCO,88
10,DE LOS LAGOS,OSORNO,25,SAN PABLO,,,,VOTOS NULOS,83
